start_time,end_time,duration_min,is_ongoing
2026-03-05T20:16:05.170000Z,2026-03-05T20:18:05.200000Z,2,false
2026-06-08T05:02:05.170000Z,2026-06-08T05:10:05.170000Z,8,false
2026-06-22T15:22:05.200000Z,2026-06-22T15:52:05.200000Z,30,false
2026-06-23T11:40:05.200000Z,2026-06-23T11:42:05.200000Z,2,false
2026-06-23T15:56:05.200000Z,2026-06-23T15:58:05.200000Z,2,false
2026-06-23T17:32:05.200000Z,2026-06-23T17:34:05.200000Z,2,false
2026-06-24T04:14:05.200000Z,2026-06-24T04:16:05.200000Z,2,false
2026-07-24T07:30:05.200000Z,2026-07-24T07:32:05.200000Z,2,false
2026-07-24T11:46:05.170000Z,2026-07-24T11:48:05.200000Z,2,false
2026-07-24T14:52:05.170000Z,2026-07-24T14:54:05.170000Z,2,false
2026-07-31T15:50:05.170000Z,2026-07-31T15:52:05.170000Z,2,false
2026-08-12T07:58:05.200000Z,2026-08-12T08:00:05.200000Z,2,false
2026-08-12T16:50:05.170000Z,2026-08-12T16:52:05.170000Z,2,false
