start_time,end_time,duration_min,is_ongoing
2026-06-03T11:38:05.170000Z,,,false
2026-06-03T23:14:05.170000Z,,,false
2026-06-04T04:54:05.170000Z,,,false
2026-06-04T08:12:05.170000Z,,,false
2026-06-04T10:24:05.170000Z,,,false
2026-06-04T13:19:21.100000Z,,,false
2026-06-04T21:06:05.170000Z,,,false
2026-06-05T08:11:06.100000Z,,,false
2026-06-06T10:12:05.170000Z,2026-06-06T10:16:05.170000Z,4,false
2026-06-06T11:58:05.170000Z,2026-06-06T12:02:05.200000Z,4,false
2026-06-08T04:42:05.170000Z,2026-06-08T05:18:05.170000Z,36,false
2026-06-10T08:20:05.170000Z,2026-06-10T08:28:05.170000Z,8,false
2026-06-11T14:48:05.170000Z,2026-06-11T15:22:05.170000Z,34,false
2026-06-20T01:32:05.170000Z,2026-06-20T01:42:05.170000Z,10,false
2026-06-22T15:22:05.170000Z,2026-06-22T15:50:05.170000Z,28,false
2026-06-29T20:08:05.170000Z,2026-06-29T20:10:05.170000Z,2,false
2026-06-30T15:22:05.170000Z,2026-06-30T15:32:05.170000Z,10,false
2026-07-08T04:54:05.170000Z,2026-07-08T04:56:05.170000Z,2,false
2026-07-10T10:44:05.170000Z,2026-07-10T10:46:05.170000Z,2,false
2026-07-17T07:22:05.170000Z,2026-07-17T08:52:05.170000Z,90,false
2026-07-20T00:12:05.170000Z,2026-07-20T00:14:05.170000Z,2,false
